Area;Year;GDP per capita - with interpolations;Type of data;Data period;Longer description;Growth linked to which year;If use region or neighbor - what is used;Source ;Source notes;Other notes;Adjustments of data;Regional average multiplied with spread-ot factor;Other footnotes;Other footnotes;Other footnotes
Kyrgyzstan;1940;1 413;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1941;1 438;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1942;1 465;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1943;1 492;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1944;1 519;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1945;1 547;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1946;1 575;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1947;1 604;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1948;1 634;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1949;1 664;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1950;1 694;Level from regional average, multiplied with spread-out factor.;1950;;;"""USSR""";Maddison on-line.;;;Gapminder model 2 (based on the GDP per capita of Maddison). ;Spread-out factor: 0,461015617866232;Spread-out factor based on: The USSR country group was divided into 4 subgroups that were given a range of possible values for 1820. The relative ranking within the subgroup was based on the relative position of the country in 1973.;USSR subgroup 4 (Central Asia): Range in 1820 from 350 (which is the approximate level of Afghanistan) and 700 (which is slightly better than Turkey).;
Kyrgyzstan;1951;1 727;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1952;1 760;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1953;1 794;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1954;1 829;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1955;1 864;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1956;1 900;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1957;1 936;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1958;1 973;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1959;2 011;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1960;2 050;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1961;2 090;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1962;2 130;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1963;2 171;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1964;2 213;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1965;2 255;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1966;2 299;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1967;2 343;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1968;2 388;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1969;2 434;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1970;2 481;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1971;2 529;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1972;2 577;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1973;2 627;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;1974;2 622;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1975;2 616;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1976;2 611;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1977;2 606;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1978;2 601;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1979;2 596;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1980;2 590;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1981;2 585;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1982;2 580;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1983;2 575;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1984;2 570;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1985;2 565;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1986;2 560;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1987;2 554;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1988;2 549;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1989;2 544;Interpolated.;;;;;;;;;;;;
Kyrgyzstan;1990;2 539;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;1991;2 304;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;1992;1 965;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;1993;1 663;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;1994;1 330;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;1995;1 245;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;1996;1 314;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;1997;1 424;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;1998;1 434;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;1999;1 466;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;2000;1 528;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;2001;1 592;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;2002;1 574;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;2003;1 659;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;2004;1 754;Growth, national;1973-2005;;;;Maddison on-line.;;;;;;;
Kyrgyzstan;2005;1 728;Level.;2005;;;;ICP.;;;The data is not adjusted.;;;;
Kyrgyzstan;2006;1 762;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2007;1 897;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2008;2 018;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2009;2 050;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2010;2 018;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2011;2 118;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2012;2 078;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2013;2 209;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2014;2 351;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2015;2 452;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2016;2 548;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2017;2 648;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Kyrgyzstan;2018;2 752;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Laos;1800;749;Extrapolated.;1800;;;;Extrapolation - we use the value for 1820.;;;;;;;
Laos;1801;749;Interpolated.;;;;;;;;;;;;
Laos;1802;749;Interpolated.;;;;;;;;;;;;
Laos;1803;749;Interpolated.;;;;;;;;;;;;
Laos;1804;749;Interpolated.;;;;;;;;;;;;
Laos;1805;749;Interpolated.;;;;;;;;;;;;
Laos;1806;749;Interpolated.;;;;;;;;;;;;
Laos;1807;749;Interpolated.;;;;;;;;;;;;
Laos;1808;749;Interpolated.;;;;;;;;;;;;
Laos;1809;749;Interpolated.;;;;;;;;;;;;
Laos;1810;749;Interpolated.;;;;;;;;;;;;
Laos;1811;749;Interpolated.;;;;;;;;;;;;
Laos;1812;749;Interpolated.;;;;;;;;;;;;
Laos;1813;749;Interpolated.;;;;;;;;;;;;
Laos;1814;749;Interpolated.;;;;;;;;;;;;
Laos;1815;749;Interpolated.;;;;;;;;;;;;
Laos;1816;749;Interpolated.;;;;;;;;;;;;
Laos;1817;749;Interpolated.;;;;;;;;;;;;
Laos;1818;749;Interpolated.;;;;;;;;;;;;
Laos;1819;749;Interpolated.;;;;;;;;;;;;
Laos;1820;749;Level from regional average, multiplied with spread-out factor.;1820;;;"""29 East Asian countries""";Maddison on-line.;;;Gapminder model 2 (based on the GDP per capita of Maddison). ;Spread-out factor: 1,11;Spread-out factor based on: Purely random.;;
Laos;1821;749;Interpolated.;;;;;;;;;;;;
Laos;1822;749;Interpolated.;;;;;;;;;;;;
Laos;1823;749;Interpolated.;;;;;;;;;;;;
Laos;1824;749;Interpolated.;;;;;;;;;;;;
Laos;1825;749;Interpolated.;;;;;;;;;;;;
Laos;1826;750;Interpolated.;;;;;;;;;;;;
Laos;1827;750;Interpolated.;;;;;;;;;;;;
Laos;1828;750;Interpolated.;;;;;;;;;;;;
Laos;1829;750;Interpolated.;;;;;;;;;;;;
Laos;1830;750;Interpolated.;;;;;;;;;;;;
Laos;1831;751;Interpolated.;;;;;;;;;;;;
Laos;1832;751;Interpolated.;;;;;;;;;;;;
Laos;1833;751;Interpolated.;;;;;;;;;;;;
Laos;1834;751;Interpolated.;;;;;;;;;;;;
Laos;1835;751;Interpolated.;;;;;;;;;;;;
Laos;1836;752;Interpolated.;;;;;;;;;;;;
Laos;1837;752;Interpolated.;;;;;;;;;;;;
Laos;1838;752;Interpolated.;;;;;;;;;;;;
Laos;1839;752;Interpolated.;;;;;;;;;;;;
Laos;1840;752;Interpolated.;;;;;;;;;;;;
Laos;1841;753;Interpolated.;;;;;;;;;;;;
Laos;1842;753;Interpolated.;;;;;;;;;;;;
Laos;1843;753;Interpolated.;;;;;;;;;;;;
Laos;1844;753;Interpolated.;;;;;;;;;;;;
Laos;1845;753;Interpolated.;;;;;;;;;;;;
Laos;1846;753;Interpolated.;;;;;;;;;;;;
Laos;1847;754;Interpolated.;;;;;;;;;;;;
Laos;1848;754;Interpolated.;;;;;;;;;;;;
Laos;1849;754;Interpolated.;;;;;;;;;;;;
Laos;1850;754;Interpolated.;;;;;;;;;;;;
Laos;1851;754;Interpolated.;;;;;;;;;;;;
Laos;1852;755;Interpolated.;;;;;;;;;;;;
Laos;1853;755;Interpolated.;;;;;;;;;;;;
Laos;1854;755;Interpolated.;;;;;;;;;;;;
Laos;1855;755;Interpolated.;;;;;;;;;;;;
Laos;1856;755;Interpolated.;;;;;;;;;;;;
Laos;1857;756;Interpolated.;;;;;;;;;;;;
Laos;1858;756;Interpolated.;;;;;;;;;;;;
Laos;1859;756;Interpolated.;;;;;;;;;;;;
Laos;1860;756;Interpolated.;;;;;;;;;;;;
Laos;1861;756;Interpolated.;;;;;;;;;;;;
Laos;1862;756;Interpolated.;;;;;;;;;;;;
Laos;1863;757;Interpolated.;;;;;;;;;;;;
Laos;1864;757;Interpolated.;;;;;;;;;;;;
Laos;1865;757;Interpolated.;;;;;;;;;;;;
Laos;1866;757;Interpolated.;;;;;;;;;;;;
Laos;1867;757;Interpolated.;;;;;;;;;;;;
Laos;1868;758;Interpolated.;;;;;;;;;;;;
Laos;1869;758;Interpolated.;;;;;;;;;;;;
Laos;1870;758;Interpolated.;;;;;;;;;;;;
Laos;1871;758;Interpolated.;;;;;;;;;;;;
Laos;1872;758;Interpolated.;;;;;;;;;;;;
Laos;1873;759;Interpolated.;;;;;;;;;;;;
Laos;1874;759;Interpolated.;;;;;;;;;;;;
Laos;1875;759;Interpolated.;;;;;;;;;;;;
Laos;1876;759;Interpolated.;;;;;;;;;;;;
Laos;1877;759;Interpolated.;;;;;;;;;;;;
Laos;1878;760;Interpolated.;;;;;;;;;;;;
Laos;1879;760;Interpolated.;;;;;;;;;;;;
Laos;1880;760;Interpolated.;;;;;;;;;;;;
Laos;1881;760;Interpolated.;;;;;;;;;;;;
Laos;1882;760;Interpolated.;;;;;;;;;;;;
Laos;1883;760;Interpolated.;;;;;;;;;;;;
Laos;1884;761;Interpolated.;;;;;;;;;;;;
Laos;1885;761;Interpolated.;;;;;;;;;;;;
Laos;1886;761;Interpolated.;;;;;;;;;;;;
Laos;1887;761;Interpolated.;;;;;;;;;;;;
Laos;1888;761;Interpolated.;;;;;;;;;;;;
Laos;1889;762;Interpolated.;;;;;;;;;;;;
Laos;1890;762;Interpolated.;;;;;;;;;;;;
Laos;1891;762;Interpolated.;;;;;;;;;;;;
Laos;1892;762;Interpolated.;;;;;;;;;;;;
Laos;1893;762;Interpolated.;;;;;;;;;;;;
Laos;1894;763;Interpolated.;;;;;;;;;;;;
Laos;1895;763;Interpolated.;;;;;;;;;;;;
Laos;1896;763;Interpolated.;;;;;;;;;;;;
Laos;1897;763;Interpolated.;;;;;;;;;;;;
Laos;1898;763;Interpolated.;;;;;;;;;;;;
Laos;1899;764;Interpolated.;;;;;;;;;;;;
Laos;1900;764;Interpolated.;;;;;;;;;;;;
Laos;1901;764;Interpolated.;;;;;;;;;;;;
Laos;1902;764;Interpolated.;;;;;;;;;;;;
Laos;1903;764;Interpolated.;;;;;;;;;;;;
Laos;1904;765;Interpolated.;;;;;;;;;;;;
Laos;1905;765;Interpolated.;;;;;;;;;;;;
Laos;1906;765;Interpolated.;;;;;;;;;;;;
Laos;1907;765;Interpolated.;;;;;;;;;;;;
Laos;1908;765;Interpolated.;;;;;;;;;;;;
Laos;1909;765;Interpolated.;;;;;;;;;;;;
Laos;1910;766;Interpolated.;;;;;;;;;;;;
Laos;1911;766;Interpolated.;;;;;;;;;;;;
Laos;1912;766;Interpolated.;;;;;;;;;;;;
Laos;1913;766;Interpolated.;;;;;;;;;;;;
Laos;1914;766;Interpolated.;;;;;;;;;;;;
Laos;1915;767;Interpolated.;;;;;;;;;;;;
Laos;1916;767;Interpolated.;;;;;;;;;;;;
Laos;1917;767;Interpolated.;;;;;;;;;;;;
Laos;1918;767;Interpolated.;;;;;;;;;;;;
Laos;1919;767;Interpolated.;;;;;;;;;;;;
Laos;1920;768;Interpolated.;;;;;;;;;;;;
Laos;1921;768;Interpolated.;;;;;;;;;;;;
Laos;1922;768;Interpolated.;;;;;;;;;;;;
Laos;1923;768;Interpolated.;;;;;;;;;;;;
Laos;1924;768;Interpolated.;;;;;;;;;;;;
Laos;1925;769;Interpolated.;;;;;;;;;;;;
Laos;1926;769;Interpolated.;;;;;;;;;;;;
Laos;1927;769;Interpolated.;;;;;;;;;;;;
Laos;1928;769;Interpolated.;;;;;;;;;;;;
Laos;1929;769;Interpolated.;;;;;;;;;;;;
Laos;1930;770;Interpolated.;;;;;;;;;;;;
Laos;1931;770;Interpolated.;;;;;;;;;;;;
Laos;1932;770;Interpolated.;;;;;;;;;;;;
Laos;1933;770;Interpolated.;;;;;;;;;;;;
Laos;1934;770;Interpolated.;;;;;;;;;;;;
Laos;1935;771;Interpolated.;;;;;;;;;;;;
Laos;1936;771;Interpolated.;;;;;;;;;;;;
Laos;1937;771;Interpolated.;;;;;;;;;;;;
Laos;1938;771;Interpolated.;;;;;;;;;;;;
Laos;1939;771;Interpolated.;;;;;;;;;;;;
Laos;1940;771;Interpolated.;;;;;;;;;;;;
Laos;1941;772;Interpolated.;;;;;;;;;;;;
Laos;1942;772;Interpolated.;;;;;;;;;;;;
Laos;1943;772;Interpolated.;;;;;;;;;;;;
Laos;1944;772;Interpolated.;;;;;;;;;;;;
Laos;1945;772;Interpolated.;;;;;;;;;;;;
Laos;1946;773;Interpolated.;;;;;;;;;;;;
Laos;1947;773;Interpolated.;;;;;;;;;;;;
Laos;1948;773;Interpolated.;;;;;;;;;;;;
Laos;1949;773;Interpolated.;;;;;;;;;;;;
Laos;1950;773;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1951;783;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1952;792;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1953;801;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1954;810;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1955;818;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1956;826;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1957;834;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1958;842;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1959;849;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1960;857;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1961;865;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1962;873;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1963;881;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1964;890;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1965;898;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1966;907;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1967;916;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1968;925;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1969;934;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1970;943;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1971;953;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1972;962;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1973;972;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1974;981;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1975;989;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1976;1 015;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1977;1 036;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1978;1 054;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1979;1 080;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1980;1 105;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1981;1 125;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1982;1 134;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1983;1 141;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1984;1 149;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1985;1 159;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1986;1 162;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1987;1 164;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1988;1 167;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1989;1 170;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1990;1 172;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1991;1 175;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1992;1 203;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1993;1 287;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1994;1 329;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1995;1 362;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1996;1 359;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1997;1 395;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1998;1 401;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;1999;1 472;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;2000;1 518;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;2001;1 565;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;2002;1 616;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;2003;1 668;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;2004;1 732;Growth, national;1950-2005;;;;Maddison on-line.;;;;;;;
Laos;2005;1 811;Level.;2005;;;;ICP.;;;;;;;
Laos;2006;1 938;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Laos;2007;2 058;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Laos;2008;2 185;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Laos;2009;2 314;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Laos;2010;2 467;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Laos;2011;2 628;Growth, national;2005-2018.;;2005;;IMF (2013);;;;;;;
Laos;2012;2 807;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Laos;2013;2 990;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Laos;2014;3 177;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Laos;2015;3 377;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Laos;2016;3 593;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Laos;2017;3 819;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Laos;2018;4 053;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Latvia;1800;588;Growth from neighbour country.;1800-1917.;;1917;Russia;Maddison on-line.;;;;;;;
Latvia;1801;589;Interpolated.;;;;;;;;;;;;
Latvia;1802;589;Interpolated.;;;;;;;;;;;;
Latvia;1803;590;Interpolated.;;;;;;;;;;;;
Latvia;1804;590;Interpolated.;;;;;;;;;;;;
Latvia;1805;591;Interpolated.;;;;;;;;;;;;
Latvia;1806;592;Interpolated.;;;;;;;;;;;;
Latvia;1807;592;Interpolated.;;;;;;;;;;;;
Latvia;1808;593;Interpolated.;;;;;;;;;;;;
Latvia;1809;594;Interpolated.;;;;;;;;;;;;
Latvia;1810;594;Interpolated.;;;;;;;;;;;;
Latvia;1811;595;Interpolated.;;;;;;;;;;;;
Latvia;1812;595;Interpolated.;;;;;;;;;;;;
Latvia;1813;596;Interpolated.;;;;;;;;;;;;
Latvia;1814;597;Interpolated.;;;;;;;;;;;;
Latvia;1815;597;Interpolated.;;;;;;;;;;;;
Latvia;1816;598;Interpolated.;;;;;;;;;;;;
Latvia;1817;598;Interpolated.;;;;;;;;;;;;
Latvia;1818;599;Interpolated.;;;;;;;;;;;;
Latvia;1819;600;Interpolated.;;;;;;;;;;;;
Latvia;1820;600;Growth from neighbour country.;1800-1917.;;1917;Russia;Maddison on-line.;;;;;;;
Latvia;1821;604;Interpolated.;;;;;;;;;;;;
Latvia;1822;608;Interpolated.;;;;;;;;;;;;
Latvia;1823;612;Interpolated.;;;;;;;;;;;;
Latvia;1824;616;Interpolated.;;;;;;;;;;;;
Latvia;1825;620;Interpolated.;;;;;;;;;;;;
Latvia;1826;624;Interpolated.;;;;;;;;;;;;
Latvia;1827;627;Interpolated.;;;;;;;;;;;;
Latvia;1828;631;Interpolated.;;;;;;;;;;;;
Latvia;1829;635;Interpolated.;;;;;;;;;;;;
Latvia;1830;639;Interpolated.;;;;;;;;;;;;
Latvia;1831;644;Interpolated.;;;;;;;;;;;;
Latvia;1832;648;Interpolated.;;;;;;;;;;;;
Latvia;1833;652;Interpolated.;;;;;;;;;;;;
Latvia;1834;656;Interpolated.;;;;;;;;;;;;
Latvia;1835;660;Interpolated.;;;;;;;;;;;;
Latvia;1836;664;Interpolated.;;;;;;;;;;;;
Latvia;1837;668;Interpolated.;;;;;;;;;;;;
Latvia;1838;673;Interpolated.;;;;;;;;;;;;
Latvia;1839;677;Interpolated.;;;;;;;;;;;;
Latvia;1840;681;Interpolated.;;;;;;;;;;;;
Latvia;1841;685;Interpolated.;;;;;;;;;;;;
Latvia;1842;690;Interpolated.;;;;;;;;;;;;
Latvia;1843;694;Interpolated.;;;;;;;;;;;;
Latvia;1844;699;Interpolated.;;;;;;;;;;;;
Latvia;1845;703;Interpolated.;;;;;;;;;;;;
Latvia;1846;707;Interpolated.;;;;;;;;;;;;
Latvia;1847;712;Interpolated.;;;;;;;;;;;;
Latvia;1848;716;Interpolated.;;;;;;;;;;;;
Latvia;1849;721;Interpolated.;;;;;;;;;;;;
Latvia;1850;726;Interpolated.;;;;;;;;;;;;
Latvia;1851;730;Interpolated.;;;;;;;;;;;;
Latvia;1852;735;Interpolated.;;;;;;;;;;;;
Latvia;1853;739;Interpolated.;;;;;;;;;;;;
Latvia;1854;744;Interpolated.;;;;;;;;;;;;
Latvia;1855;749;Interpolated.;;;;;;;;;;;;
Latvia;1856;754;Interpolated.;;;;;;;;;;;;
Latvia;1857;758;Interpolated.;;;;;;;;;;;;
Latvia;1858;763;Interpolated.;;;;;;;;;;;;
Latvia;1859;768;Interpolated.;;;;;;;;;;;;
Latvia;1860;773;Interpolated.;;;;;;;;;;;;
Latvia;1861;778;Interpolated.;;;;;;;;;;;;
Latvia;1862;783;Interpolated.;;;;;;;;;;;;
Latvia;1863;788;Interpolated.;;;;;;;;;;;;
Latvia;1864;793;Interpolated.;;;;;;;;;;;;
Latvia;1865;798;Interpolated.;;;;;;;;;;;;
Latvia;1866;803;Interpolated.;;;;;;;;;;;;
Latvia;1867;808;Interpolated.;;;;;;;;;;;;
Latvia;1868;813;Interpolated.;;;;;;;;;;;;
Latvia;1869;818;Interpolated.;;;;;;;;;;;;
Latvia;1870;823;Interpolated.;;;;;;;;;;;;
Latvia;1871;828;Interpolated.;;;;;;;;;;;;
Latvia;1872;834;Interpolated.;;;;;;;;;;;;
Latvia;1873;839;Interpolated.;;;;;;;;;;;;
Latvia;1874;844;Interpolated.;;;;;;;;;;;;
Latvia;1875;850;Interpolated.;;;;;;;;;;;;
Latvia;1876;855;Interpolated.;;;;;;;;;;;;
Latvia;1877;860;Interpolated.;;;;;;;;;;;;
Latvia;1878;866;Interpolated.;;;;;;;;;;;;
Latvia;1879;871;Interpolated.;;;;;;;;;;;;
Latvia;1880;877;Interpolated.;;;;;;;;;;;;
Latvia;1881;882;Interpolated.;;;;;;;;;;;;
Latvia;1882;888;Interpolated.;;;;;;;;;;;;
Latvia;1883;894;Interpolated.;;;;;;;;;;;;
Latvia;1884;899;Interpolated.;;;;;;;;;;;;
Latvia;1885;905;Growth from neighbour country.;1800-1917.;;1917;Russia;Maddison on-line.;;;;;;;
Latvia;1886;870;Growth from neighbour country.;1800-1917.;;1917;Russia;Maddison on-line.;;;;;;;
Latvia;1887;1 017;Growth from neighbour country.;1800-1917.;;1917;Russia;Maddison on-line.;;;;;;;
Latvia;1888;979;Growth from neighbour country.;1800-1917.;;1917;Russia;Maddison on-line.;;;;;;;
Latvia;1889;910;Growth from neighbour country.;1800-1917.;;1917;Russia;Maddison on-line.;;;;;;;
Latvia;1890;906;Growth from neighbour country.;1800-1917.;;1917;Russia;Maddison on-line.;;;;;;;
Latvia;1891;830;Growth from neighbour country.;1800-1917.;;1917;Russia;Maddison on-line.;;;;;;;
Latvia;1892;909;Growth from neighbour country.;1800-1917.;;1917;Russia;Maddison on-line.;;;;;;;
